1,3656,0.7891137855579868
2,1454,0.8610729023383769
3,1367,0.8258961228968544
4,1354,0.7407680945347119
5,1172,0.8293515358361775
6,902,0.9334811529933481
7,885,0.31751412429378534
8,776,0.8273195876288659
9,719,0.4506258692628651
10,690,0.8260869565217391
11,589,0.8947368421052632
12,578,0.7906574394463668
13,524,0.7442748091603053
14,486,0.8641975308641975
15,437,0.9130434782608695
16,387,0.7829457364341085
17,370,0.845945945945946
18,350,0.11714285714285715
19,316,0.8259493670886076
20,296,0.3547297297297297
21,252,0.8492063492063492
22,247,0.8178137651821862
23,218,0.9036697247706422
24,206,0.4223300970873786
25,191,0.4869109947643979
26,186,0.8870967741935484
27,155,0.7548387096774194
28,149,0.87248322147651
29,149,0.9395973154362416
30,145,0.5103448275862069
31,138,0.43478260869565216
32,137,0.5985401459854015
33,128,0.8125
34,127,0.905511811023622
35,122,0.8278688524590164
36,122,0.9098360655737705
37,120,0.8333333333333334
38,116,0.39655172413793105
39,113,0.7876106194690266
40,101,0.9108910891089109
41,98,0.37755102040816324
42,98,0.37755102040816324
43,89,0.8202247191011236
44,89,0.14606741573033707
45,80,0.4
46,78,0.5256410256410257
47,78,0.3717948717948718
48,76,0.5394736842105263
49,74,0.9459459459459459
50,73,0.9041095890410958
51,73,0.8356164383561644
52,70,0.8571428571428571
53,67,0.9402985074626866
54,66,0.4393939393939394
55,66,0.8636363636363636
56,65,0.8153846153846154
57,64,0.8125
58,63,0.8571428571428571
59,63,0.4444444444444444
60,59,0.7966101694915254
61,58,0.896551724137931
62,57,0.5789473684210527
63,51,0.23529411764705882
64,50,0.78
65,46,0.782608695652174
66,45,0.4666666666666667
67,45,0.9111111111111111
68,45,0.9111111111111111
69,44,0.9090909090909091
70,44,0.36363636363636365
71,43,0.3953488372093023
72,42,0.5
73,41,0.9024390243902439
74,41,0.5365853658536586
75,40,0.9
76,39,0.8717948717948718
77,39,0.7435897435897436
78,38,0.34210526315789475
79,38,0.42105263157894735
80,37,0.6486486486486487
81,36,0.9444444444444444
82,36,0.7777777777777778
